Participant,Cluster - MMHC (category),Cluster - MMHC binaire (category),Cont - L - Std,Default - L - Std,DorsAttn - L - Std,Limbic - L - Std,SalVentAttn - L - Std,SomMot - L - Std,Vis - L - Std,Cont - R - Std,Default - R - Std,DorsAttn - R - Std,Limbic - R - Std,SalVentAttn - R - Std,SomMot - R - Std,Vis - R - Std,Cont - Asym - Std,Default - Asym - Std,DorsAttn - Asym - Std,Limbic - Asym - Std,SalVentAttn - Asym - Std,SomMot - Asym - Std,Vis - Asym - Std,Cont - G2 - Std - L,Cont - G2 - Std - R,Cont - G2 - Std - Asym,Default - G2 - Std - L,Default - G2 - Std - R,Default - G2 - Std - Asym,DorsAttn - G2 - Std - L,DorsAttn - G2 - Std - R,DorsAttn - G2 - Std - Asym,Limbic - G2 - Std - L,Limbic - G2 - Std - R,Limbic - G2 - Std - Asym,SalVentAttn - G2 - Std - L,SalVentAttn - G2 - Std - R,SalVentAttn - G2 - Std - Asym,SomMot - G2 - Std - L,SomMot - G2 - Std - R,SomMot - G2 - Std - Asym,Vis - G2 - Std - L,Vis - G2 - Std - R,Vis - G2 - Std - Asym,Cont - G3 - R - Std,Cont - G3 - L - Std,Cont - G3 - asym - Std,Default - G3 - R - Std,Default - G3 - L - Std,Default - G3 - asym - Std,DorsAttn - G3 - R - Std,DorsAttn - G3 - L - Std,DorsAttn - G3 - asym - Std,Limbic - G3 - R - Std,Limbic - G3 - L - Std,Limbic - G3 - asym - Std,SalVentAttn - G3 - R - Std,SalVentAttn - G3 - L - Std,SalVentAttn - G3 - asym - Std,SomMot - G3 - R - Std,SomMot - G3 - L - Std,SomMot - G3 - asym - Std,Vis - G3 - R - Std,Vis - G3 - L - Std,Vis - G3 - asym - Std
7630,mild_typical,Typical,67.91,76.97,31.34,76.50,34.44,20.33,16.11,73.46,76.67,30.62,63.27,33.31,19.15,16.44,-5.55,0.31,0.71,13.23,1.13,1.18,-0.34,51.68,52.56,-0.88,49.96,49.66,0.29,48.65,44.38,4.27,50.06,42.42,7.64,24.94,21.70,3.24,6.43,7.75,-1.32,86.22,84.17,2.04,67.846311694,69.769974402,1.9236627082,31.219781738,33.024692762,1.8049110237,55.639293763,55.15134322,-0.487950542,34.4784331,34.330720432,-0.147712668,49.095001676,51.184808764,2.0898070886,17.789129002,18.666592521,0.8774635193,30.647039021,28.906162851,-1.74087617
4023,mild_typical,Typical,56.91,81.33,35.09,63.24,27.44,27.04,15.67,65.02,75.48,22.31,67.45,23.77,23.36,14.82,-8.11,5.85,12.77,-4.21,3.67,3.68,0.85,51.07,53.52,-2.45,58.03,59.88,-1.85,49.06,50.64,-1.58,55.39,55.03,0.36,20.51,28.94,-8.43,22.74,31.17,-8.43,87.28,87.19,0.09,71.688864945,70.554508769,-1.134356176,31.117335982,28.770967402,-2.346368581,68.21318892,68.90239947,0.6892105501,36.265883597,37.906205058,1.6403214605,62.289603469,54.590567025,-7.699036444,26.589874416,31.476472919,4.8865985021,33.124002773,34.761571676,1.6375689036
4000,mild_typical,Typical,48.30,82.93,26.58,62.22,22.58,18.26,17.97,52.69,77.42,21.01,62.66,17.55,17.53,19.94,-4.39,5.51,5.57,-0.44,5.03,0.73,-1.96,46.43,49.74,-3.31,58.71,58.19,0.52,40.12,38.04,2.08,52.84,53.00,-0.16,24.41,18.07,6.35,13.74,20.82,-7.08,78.72,79.54,-0.82,81.076573624,76.691821265,-4.384752359,29.055853665,25.376797012,-3.679056652,68.568889759,68.660404551,0.0915147923,40.268233774,27.196321683,-13.07191209,65.368814192,59.933319866,-5.435494326,47.828790351,51.307093182,3.4783028312,41.182374679,40.713458553,-0.468916126
6270,strong_typical,Typical,56.71,77.46,26.00,69.93,21.81,12.72,15.35,59.74,75.24,20.36,62.00,23.91,13.40,14.94,-3.03,2.22,5.63,7.94,-2.09,-0.68,0.41,51.46,50.89,0.58,52.25,53.76,-1.51,43.00,38.68,4.32,48.36,47.35,1.01,22.32,23.17,-0.85,5.33,7.20,-1.87,80.81,80.63,0.18,75.520941456,66.847476703,-8.673464752,37.503987542,31.213825095,-6.290162447,65.879193597,57.435571983,-8.443621615,37.157537671,37.03754676,-0.11999091,71.784592367,65.195184274,-6.589408092,22.055600694,22.12486917,0.0692684759,39.516358836,38.168265176,-1.34809366
4935,Atypical,Atypical,64.72,77.14,36.65,72.51,30.62,19.77,14.06,72.50,79.25,28.90,68.98,28.94,20.06,13.60,-7.78,-2.10,7.75,3.53,1.67,-0.29,0.47,45.91,49.17,-3.26,45.90,48.74,-2.84,40.54,32.83,7.71,44.65,43.46,1.19,15.00,15.33,-0.33,9.05,8.86,0.19,81.05,82.37,-1.32,78.947560305,80.826085665,1.8785253599,27.188467943,36.547420211,9.3589522683,61.705131203,59.733786298,-1.971344905,36.506743766,34.299873899,-2.206869867,53.213635227,55.252529335,2.0388941084,30.002664963,32.883393389,2.8807284259,32.831658291,31.73892502,-1.092733271
6662,mild_typical,Typical,57.29,82.69,23.54,51.15,30.56,9.20,16.58,58.59,72.46,27.88,45.60,33.42,10.81,17.01,-1.29,10.23,-4.34,5.55,-2.86,-1.61,-0.43,45.95,49.84,-3.90,53.77,52.77,1.00,40.84,37.21,3.64,41.63,43.26,-1.63,23.63,27.58,-3.94,4.27,9.42,-5.15,78.00,76.36,1.64,81.202506363,79.459784607,-1.742721756,33.767289072,25.450230773,-8.317058298,62.219922998,52.784847475,-9.435075523,31.622217611,27.580989392,-4.04122822,66.268525733,62.291625626,-3.976900107,25.525950672,23.409849145,-2.116101528,39.171515644,35.089126566,-4.082389078
7011,strong_typical,Typical,77.55,67.88,42.74,57.63,30.44,5.01,19.91,74.39,63.54,26.64,47.84,31.44,6.67,17.44,3.16,4.34,16.09,9.79,-1.00,-1.67,2.48,63.98,64.82,-0.84,61.77,60.01,1.76,73.85,60.51,13.33,60.97,50.88,10.09,34.85,34.71,0.14,12.91,12.53,0.38,78.85,80.03,-1.18,76.357361302,73.205141272,-3.15222003,29.127615648,34.778967683,5.6513520351,51.826120903,66.963133105,15.137012201,21.982424952,28.727666921,6.7452419692,40.899797473,37.119869125,-3.779928348,10.766502316,13.487391213,2.7208888976,29.691856042,31.007462426,1.3156063846
469,strong_typical,Typical,54.13,79.84,22.85,60.83,24.51,11.12,14.15,61.62,76.12,17.14,53.79,24.40,12.93,14.54,-7.49,3.72,5.72,7.05,0.11,-1.80,-0.39,54.60,55.43,-0.83,55.90,54.93,0.97,53.11,49.29,3.82,47.51,49.70,-2.19,23.72,23.49,0.23,7.99,9.60,-1.60,80.44,79.54,0.90,76.7573238,79.435406629,2.6780828293,30.888732794,25.887834887,-5.000897907,65.997433714,72.65227779,6.6548440762,39.223696703,32.33566181,-6.888034893,54.838207533,45.447359056,-9.390848478,25.29884059,25.702437738,0.4035971484,43.492901032,42.490450604,-1.002450427
4640,mild_typical,Typical,55.42,83.50,26.51,61.29,27.34,18.78,14.96,64.10,81.62,23.41,61.63,29.31,20.06,15.18,-8.67,1.87,3.11,-0.34,-1.97,-1.28,-0.23,45.88,51.76,-5.89,55.85,55.23,0.62,40.76,40.87,-0.11,51.85,53.53,-1.68,20.34,20.94,-0.61,12.44,14.91,-2.47,86.31,86.60,-0.29,74.946759506,66.836590301,-8.110169205,28.706738224,22.450450858,-6.256287366,62.500935596,61.883353103,-0.617582493,34.270003139,33.30924825,-0.960754889,58.327653375,58.659514343,0.3318609683,22.79471453,26.730715403,3.9360008724,30.401824783,29.907611658,-0.494213125
723,Atypical,Atypical,61.60,71.29,30.72,49.61,19.08,15.97,16.55,66.10,74.16,25.54,56.22,14.87,15.34,13.30,-4.49,-2.87,5.18,-6.61,4.21,0.63,3.26,50.85,52.02,-1.18,53.80,55.72,-1.92,40.20,30.37,9.83,43.71,49.19,-5.48,24.35,24.14,0.21,13.01,10.74,2.28,71.49,70.65,0.84,64.416410362,75.038645756,10.622235395,30.337037261,32.690938339,2.3539010773,60.975023912,68.918199858,7.9431759465,29.102676063,24.679618286,-4.423057777,46.180393327,44.349626489,-1.830766838,28.916583327,26.454437451,-2.462145876,24.199882715,31.156169767,6.9562870524
9909,mild_typical,Typical,65.68,76.13,31.26,52.55,38.76,17.34,11.38,70.35,73.65,21.35,47.41,39.06,14.76,9.88,-4.67,2.48,9.91,5.14,-0.29,2.58,1.50,49.06,52.73,-3.67,53.46,55.61,-2.15,51.90,58.94,-7.03,48.88,49.02,-0.14,22.90,23.00,-0.09,11.56,18.12,-6.56,86.39,84.23,2.15,72.25464136,71.201678202,-1.052963158,34.292931859,34.398612359,0.1056805,51.413107577,52.399205884,0.986098307,29.676757521,30.498741718,0.8219841977,67.312732452,61.130812267,-6.181920186,15.227708132,16.693241852,1.4655337202,31.727921526,30.779601805,-0.948319721
5183,mild_typical,Typical,50.97,76.79,27.82,68.22,31.09,21.23,15.74,61.35,82.76,25.04,69.85,27.67,17.48,12.09,-10.38,-5.97,2.78,-1.63,3.42,3.75,3.65,55.29,52.08,3.21,53.09,53.25,-0.17,53.84,54.44,-0.60,47.24,52.76,-5.51,22.88,17.36,5.52,19.87,21.38,-1.51,79.90,80.83,-0.94,76.856689419,79.539591011,2.6829015913,29.741576801,31.940610772,2.1990339712,81.151491873,69.88045903,-11.27103284,31.844343382,28.487374758,-3.356968624,54.335160509,52.127691805,-2.207468704,41.574025415,37.050077622,-4.523947793,43.955663093,40.211913853,-3.743749241
8418,strong_typical,Typical,75.39,82.46,29.69,72.98,31.04,12.72,26.23,70.96,74.10,26.40,64.25,28.36,13.22,21.18,4.43,8.36,3.29,8.73,2.68,-0.50,5.04,61.70,60.57,1.13,58.12,57.59,0.54,57.82,52.43,5.40,57.50,52.20,5.30,31.68,31.33,0.35,5.84,7.28,-1.44,80.12,83.13,-3.00,88.11747665,63.610295037,-24.50718161,45.960122005,25.113744086,-20.84637792,62.692085313,58.588338485,-4.103746829,38.722819662,29.879619941,-8.843199721,53.768361638,47.525146395,-6.243215244,13.263533484,12.261282567,-1.002250917,38.223214196,41.064302308,2.8410881127
94,mild_typical,Typical,69.18,83.89,34.10,73.15,24.86,17.25,26.72,74.17,82.13,44.96,65.62,20.23,17.68,29.29,-4.99,1.76,-10.86,7.53,4.63,-0.43,-2.57,66.36,74.66,-8.30,71.22,75.55,-4.34,49.17,55.43,-6.26,66.00,68.99,-2.99,28.41,27.28,1.13,17.76,24.50,-6.74,80.66,82.72,-2.06,75.423820589,68.512934355,-6.910886233,29.162571991,25.53655995,-3.626012041,71.648829184,63.873782676,-7.775046508,37.642264065,26.654216266,-10.9880478,40.747070262,36.201776586,-4.545293676,28.093651148,29.281882946,1.1882317986,31.191279114,29.654162289,-1.537116826
918,Atypical,Atypical,47.93,79.61,30.95,73.90,29.13,17.84,16.09,55.71,79.10,22.06,70.90,29.19,17.61,15.09,-7.78,0.50,8.89,3.00,-0.06,0.23,1.00,40.87,48.03,-7.16,52.78,50.11,2.67,41.17,38.15,3.02,49.40,49.92,-0.52,19.26,19.31,-0.05,16.70,18.08,-1.38,80.66,80.70,-0.04,67.996731781,69.911962718,1.9152309367,30.819707168,24.363078245,-6.456628923,68.620785762,62.641900085,-5.978885677,39.139302846,32.709648172,-6.429654673,62.622310887,60.351448377,-2.27086251,37.097896343,37.337521316,0.2396249737,34.01762446,33.352592669,-0.665031791
5481,mild_typical,Typical,48.93,76.28,26.90,79.20,24.37,12.10,22.82,57.54,75.18,28.45,68.85,18.33,10.36,18.22,-8.61,1.11,-1.56,10.36,6.04,1.75,4.60,51.60,60.93,-9.33,58.80,62.30,-3.49,52.67,46.38,6.29,58.98,60.25,-1.26,27.14,22.31,4.83,16.01,19.82,-3.81,74.53,82.89,-8.36,73.805187066,78.440626449,4.6354393821,29.398886044,27.902066982,-1.496819061,78.156125831,76.743701044,-1.412424787,30.271713964,24.586037437,-5.685676527,58.628928607,55.250940635,-3.377987972,21.967150242,24.002841132,2.0356908901,32.272216733,36.353469202,4.0812524692
4656,strong_typical,Typical,67.78,73.26,35.03,57.35,37.37,12.93,14.44,75.56,74.49,33.24,55.28,33.02,14.08,14.43,-7.78,-1.24,1.79,2.07,4.35,-1.15,0.01,55.23,52.56,2.66,51.94,53.13,-1.19,50.56,56.20,-5.65,42.41,48.80,-6.39,39.76,36.02,3.74,14.20,15.49,-1.29,79.61,81.74,-2.13,80.214943823,70.119576928,-10.0953669,32.081482263,26.382370611,-5.699111652,55.46971877,47.461824157,-8.007894613,31.967151555,21.068078508,-10.89907305,41.669570422,39.221641888,-2.447928534,16.824128123,16.205600338,-0.618527785,34.26343513,31.296298749,-2.967136381
6864,strong_typical,Typical,57.75,79.76,24.33,71.50,27.32,16.27,11.78,60.89,75.17,19.72,64.01,25.99,16.20,8.16,-3.14,4.59,4.60,7.49,1.33,0.07,3.62,48.94,51.58,-2.65,55.18,55.01,0.17,47.28,45.07,2.21,48.14,50.16,-2.03,17.43,21.85,-4.43,12.73,18.99,-6.26,86.63,89.29,-2.66,76.268487098,62.842975652,-13.42551145,38.539614763,24.632335469,-13.90727929,60.442990632,57.253792791,-3.189197841,35.601508335,30.412285472,-5.189222863,70.43479371,63.17450472,-7.260288991,36.356497329,41.198487982,4.8419906536,37.72140736,40.292938331,2.5715309714
6288,mild_typical,Typical,57.86,74.54,26.04,59.52,28.79,20.30,13.57,66.53,72.52,22.43,61.93,28.33,20.11,9.90,-8.67,2.02,3.61,-2.40,0.46,0.20,3.67,44.50,48.62,-4.13,48.44,52.22,-3.78,43.45,40.80,2.65,47.54,51.25,-3.72,20.09,17.83,2.26,10.82,12.30,-1.48,85.83,85.85,-0.02,75.587166917,75.046533012,-0.540633905,25.554716637,34.417732783,8.863016145,56.463288867,52.191967225,-4.271321642,27.314786999,30.688679933,3.3738929339,61.889846494,57.771577148,-4.118269346,31.659165409,29.44236683,-2.216798579,34.502760634,35.068916847,0.5661562127
6380,mild_typical,Typical,67.28,81.75,37.36,59.76,33.05,16.70,10.29,68.37,78.32,34.23,58.63,38.67,18.24,10.64,-1.09,3.43,3.13,1.13,-5.62,-1.55,-0.35,51.61,52.72,-1.11,55.90,55.43,0.47,53.06,51.87,1.20,55.19,56.24,-1.05,26.99,29.33,-2.35,22.71,23.71,-1.00,89.41,87.45,1.96,76.924157013,66.124580466,-10.79957655,37.694254852,19.788820841,-17.90543401,64.040647944,56.40080388,-7.639844064,34.670612208,22.699604062,-11.97100815,56.664570426,50.276621928,-6.387948498,20.445901628,17.072253116,-3.373648511,27.587426211,24.45632661,-3.131099601
2291,strong_typical,Typical,61.20,72.53,21.16,63.55,28.49,19.16,8.62,66.30,68.27,11.45,56.89,30.00,16.70,6.96,-5.10,4.26,9.71,6.66,-1.52,2.46,1.66,49.47,50.54,-1.07,53.53,52.82,0.71,54.06,60.97,-6.91,48.29,48.61,-0.32,15.73,24.28,-8.55,7.09,15.96,-8.88,88.09,90.51,-2.43,69.192442924,66.143622373,-3.048820552,32.885306666,29.550086181,-3.335220485,48.185176927,51.674255797,3.4890788695,23.4617204,24.12623731,0.6645169103,63.18131644,43.303366207,-19.87795023,23.931160697,28.147562133,4.2164014361,37.898996503,38.037035025,0.138038522
6295,strong_typical,Typical,53.86,75.54,25.65,70.34,32.84,12.98,10.82,59.98,72.70,18.84,63.13,38.75,14.97,9.29,-6.12,2.83,6.81,7.20,-5.90,-1.99,1.54,51.57,52.81,-1.24,54.51,54.67,-0.16,62.01,57.46,4.55,55.09,54.24,0.85,24.43,24.72,-0.29,20.51,22.09,-1.58,87.23,89.12,-1.90,72.256595663,62.326020511,-9.930575152,32.407824791,24.684463359,-7.723361432,53.414827215,56.563126941,3.1482997253,27.283256322,23.948546001,-3.334710321,61.51529369,53.38811946,-8.12717423,30.950505896,30.079676651,-0.870829245,36.913029377,36.275427551,-0.637601826
