1.396623945897012553e-01,2.255186905501334674e-02,-6.301658720215339016e-02
1.349343486623096056e-01,1.065991152510145298e-02,-6.702178647571452319e-02
9.019778264419001101e-02,7.944718257482309698e-03,5.334415240203498748e-02
1.097331584016877221e-01,1.145216099480283675e-02,2.940920701531076625e-02
8.462729218560496869e-02,1.007121850089149825e-02,7.651886239335335682e-02
4.326765817021502314e-02,-6.770289129564470779e-03,4.409655022804926522e-02
1.336828302104267896e-01,1.950379969628378979e-02,-3.022625161487143414e-02
7.430180346847767292e-02,1.173799631191909526e-02,6.790020893770921939e-02
-2.334060077614244846e-02,-1.896021345528557320e-02,7.638697708786380824e-02
2.045217979264673039e-02,-2.079061016682811486e-02,1.025537955248586042e-01
-8.522071951685819546e-03,-4.409727043720561290e-02,6.840460524268075770e-02
4.712215602159157413e-02,-4.805027335161721203e-03,1.034327912991160336e-01
1.281897955054640548e-01,1.230969606892287280e-02,3.148730592693529430e-03
1.084133193339077289e-01,9.849291762545295606e-03,4.672651741933715741e-02
2.970559444111259273e-02,-8.473806876428534307e-03,9.103190960222491690e-02
4.836059826986066623e-02,1.496419399886601397e-03,6.763221248708381483e-02
9.135895094920980231e-02,-6.251465510188790840e-03,-2.567837859094233149e-02
1.072277323975189961e-01,6.950020877939672680e-03,1.454298734127409433e-02
1.119901327853774498e-01,1.039523244120837964e-02,3.577386761065538823e-02
1.006533072815642138e-01,8.152166512007634827e-03,4.315092102960441794e-02
1.270124289709171628e-01,5.804072970604663012e-03,-5.862288510321381901e-02
9.327779784931175544e-02,6.847384910609901482e-03,1.511917856051451505e-03
3.027394535041738003e-03,-3.578364600631550596e-02,8.443598031049548425e-02
7.279628846890215388e-02,7.172881404623149965e-03,3.345036158711389707e-02
1.309040994489201193e-01,1.203345298306485699e-02,-7.688569628793290311e-02
-2.044463316239138531e-02,-4.099272716720273740e-02,7.004064452480991687e-02
-6.499900324033866528e-02,-7.360111090364881981e-02,2.029626115554904534e-02
-7.069959914803297663e-02,-1.075820636752755910e-01,-8.616577646915623764e-03
-1.680281220238407161e-02,-1.974803740850490652e-02,2.083699575372293875e-02
-6.858761698823398478e-02,-1.101377733201293202e-01,-4.408251263092792527e-03
